ID,Title,Link,titleSlug,Approach,Difficulty,Topics
111,Minimum Depth of Binary Tree,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,,Medium,"Tree, Depth-first Search, Breadth-first Search, "
112,Path Sum,Path Sum,path-sum,,Medium,"Tree, Depth-first Search, "
119,Pascal's Triangle II,Pascal's Triangle II,pascals-triangle-ii,,Medium,"Array, "
122,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,,Medium,"Array, Greedy, "
125,Valid Palindrome,Valid Palindrome,valid-palindrome,,Medium,"Two Pointers, String, "
127,Word Ladder,Word Ladder,word-ladder,,Medium,"Breadth-first Search, "
130,Surrounded Regions,Surrounded Regions,surrounded-regions,,Medium,"Depth-first Search, Breadth-first Search, Union Find, "
133,Clone Graph,Clone Graph,clone-graph,,Medium,"Depth-first Search, Breadth-first Search, Graph, "
134,Gas Station,Gas Station,gas-station,,Medium,"Greedy, "
137,Single Number II,Single Number II,single-number-ii,,Medium,"Bit Manipulation, "
138,Copy List with Random Pointer,Copy List with Random Pointer,copy-list-with-random-pointer,,Medium,"Hash Table, Linked List, "
140,Word Break II,Word Break II,word-break-ii,,Medium,"Dynamic Programming, Backtracking, "
147,Insertion Sort List,Insertion Sort List,insertion-sort-list,,Medium,"Linked List, Sort, "
149,Max Points on a Line,Max Points on a Line,max-points-on-a-line,,Medium,"Hash Table, Math, "
150,Evaluate Reverse Polish Notation,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,,Medium,"Stack, "
151,Reverse Words in a String,Reverse Words in a String,reverse-words-in-a-string,,Medium,"String, "
154,Find Minimum in Rotated Sorted Array II,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,,Medium,"Array, Binary Search, "
156,Binary Tree Upside Down,Binary Tree Upside Down,binary-tree-upside-down,,Medium,"Tree, "
157,Read N Characters Given Read4,Read N Characters Given Read4,read-n-characters-given-read4,,Medium,"String, "
158,Read N Characters Given Read4 II - Call multiple times,Read N Characters Given Read4 II - Call multiple times,read-n-characters-given-read4-ii-call-multiple-times,,Medium,"String, "
161,One Edit Distance,One Edit Distance,one-edit-distance,,Medium,"String, "
162,Find Peak Element,Find Peak Element,find-peak-element,,Medium,"Array, Binary Search, "
163,Missing Ranges,Missing Ranges,missing-ranges,,Medium,"Array, "
164,Maximum Gap,Maximum Gap,maximum-gap,,Medium,"Sort, "
165,Compare Version Numbers,Compare Version Numbers,compare-version-numbers,,Medium,"String, "
166,Fraction to Recurring Decimal,Fraction to Recurring Decimal,fraction-to-recurring-decimal,,Medium,"Hash Table, Math, "
167,Two Sum II - Input array is sorted,Two Sum II - Input array is sorted,two-sum-ii-input-array-is-sorted,,Medium,"Array, Two Pointers, Binary Search, "
168,Excel Sheet Column Title,Excel Sheet Column Title,excel-sheet-column-title,,Medium,"Math, "
170,Two Sum III - Data structure design,Two Sum III - Data structure design,two-sum-iii-data-structure-design,,Medium,"Hash Table, Design, "
172,Factorial Trailing Zeroes,Factorial Trailing Zeroes,factorial-trailing-zeroes,,Medium,"Math, "
176,Second Highest Salary,Second Highest Salary,second-highest-salary,,Medium,
177,Nth Highest Salary,Nth Highest Salary,nth-highest-salary,,Medium,
178,Rank Scores,Rank Scores,rank-scores,,Medium,
180,Consecutive Numbers,Consecutive Numbers,consecutive-numbers,,Medium,
184,Department Highest Salary,Department Highest Salary,department-highest-salary,,Medium,
185,Department Top Three Salaries,Department Top Three Salaries,department-top-three-salaries,,Medium,
186,Reverse Words in a String II,Reverse Words in a String II,reverse-words-in-a-string-ii,,Medium,"String, "
187,Repeated DNA Sequences,Repeated DNA Sequences,repeated-dna-sequences,,Medium,"Hash Table, Bit Manipulation, "
189,Rotate Array,Rotate Array,rotate-array,,Medium,"Array, "
190,Reverse Bits,Reverse Bits,reverse-bits,,Medium,"Bit Manipulation, "
191,Number of 1 Bits,Number of 1 Bits,number-of-1-bits,,Medium,"Bit Manipulation, "
192,Word Frequency,Word Frequency,word-frequency,,Medium,
193,Valid Phone Numbers,Valid Phone Numbers,valid-phone-numbers,,Medium,
194,Transpose File,Transpose File,transpose-file,,Medium,
195,Tenth Line,Tenth Line,tenth-line,,Medium,
196,Delete Duplicate Emails,Delete Duplicate Emails,delete-duplicate-emails,,Medium,
197,Rising Temperature,Rising Temperature,rising-temperature,,Medium,
202,Happy Number,Happy Number,happy-number,,Medium,"Hash Table, Math, "
204,Count Primes,Count Primes,count-primes,,Medium,"Hash Table, Math, "
205,Isomorphic Strings,Isomorphic Strings,isomorphic-strings,,Medium,"Hash Table, "
217,Contains Duplicate,Contains Duplicate,contains-duplicate,,Medium,"Array, Hash Table, "
219,Contains Duplicate II,Contains Duplicate II,contains-duplicate-ii,,Medium,"Array, Hash Table, "
220,Contains Duplicate III,Contains Duplicate III,contains-duplicate-iii,,Medium,"Sort, Ordered Map, "
223,Rectangle Area,Rectangle Area,rectangle-area,,Medium,"Math, "
225,Implement Stack using Queues,Implement Stack using Queues,implement-stack-using-queues,,Medium,"Stack, Design, "
228,Summary Ranges,Summary Ranges,summary-ranges,,Medium,"Array, "
231,Power of Two,Power of Two,power-of-two,,Medium,"Math, Bit Manipulation, "
233,Number of Digit One,Number of Digit One,number-of-digit-one,,Medium,"Math, "
237,Delete Node in a Linked List,Delete Node in a Linked List,delete-node-in-a-linked-list,,Medium,"Linked List, "
244,Shortest Word Distance II,Shortest Word Distance II,shortest-word-distance-ii,,Medium,"Hash Table, Design, "
245,Shortest Word Distance III,Shortest Word Distance III,shortest-word-distance-iii,,Medium,"Array, "
246,Strobogrammatic Number,Strobogrammatic Number,strobogrammatic-number,,Medium,"Hash Table, Math, "
247,Strobogrammatic Number II,Strobogrammatic Number II,strobogrammatic-number-ii,,Medium,"Math, Recursion, "
248,Strobogrammatic Number III,Strobogrammatic Number III,strobogrammatic-number-iii,,Medium,"Math, Recursion, "
249,Group Shifted Strings,Group Shifted Strings,group-shifted-strings,,Medium,"Hash Table, String, "
250,Count Univalue Subtrees,Count Univalue Subtrees,count-univalue-subtrees,,Medium,"Tree, "
251,Flatten 2D Vector,Flatten 2D Vector,flatten-2d-vector,,Medium,"Design, "
258,Add Digits,Add Digits,add-digits,,Medium,"Math, "
262,Trips and Users,Trips and Users,trips-and-users,,Medium,
263,Ugly Number,Ugly Number,ugly-number,,Medium,"Math, "
268,Missing Number,Missing Number,missing-number,,Medium,"Array, Math, Bit Manipulation, "
269,Alien Dictionary,Alien Dictionary,alien-dictionary,,Medium,"Graph, Topological Sort, "
271,Encode and Decode Strings,Encode and Decode Strings,encode-and-decode-strings,,Medium,"String, "
273,Integer to English Words,Integer to English Words,integer-to-english-words,,Medium,"Math, String, "
274,H-Index,H-Index,h-index,,Medium,"Hash Table, Sort, "
275,H-Index II,H-Index II,h-index-ii,,Medium,"Binary Search, "
276,Paint Fence,Paint Fence,paint-fence,,Medium,"Dynamic Programming, "
278,First Bad Version,First Bad Version,first-bad-version,,Medium,"Binary Search, "
284,Peeking Iterator,Peeking Iterator,peeking-iterator,,Medium,"Design, "
288,Unique Word Abbreviation,Unique Word Abbreviation,unique-word-abbreviation,,Medium,"Hash Table, Design, "
292,Nim Game,Nim Game,nim-game,,Medium,"Brainteaser, Minimax, "
293,Flip Game,Flip Game,flip-game,,Medium,"String, "
298,Binary Tree Longest Consecutive Sequence,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,,Medium,"Tree, "
299,Bulls and Cows,Bulls and Cows,bulls-and-cows,,Medium,"Hash Table, "
302,Smallest Rectangle Enclosing Black Pixels,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,,Medium,"Binary Search, "
303,Range Sum Query - Immutable,Range Sum Query - Immutable,range-sum-query-immutable,,Medium,"Dynamic Programming, "
306,Additive Number,Additive Number,additive-number,,Medium,"Backtracking, "
311,Sparse Matrix Multiplication,Sparse Matrix Multiplication,sparse-matrix-multiplication,,Medium,"Hash Table, "
313,Super Ugly Number,Super Ugly Number,super-ugly-number,,Medium,"Math, Heap, "
319,Bulb Switcher,Bulb Switcher,bulb-switcher,,Medium,"Math, Brainteaser, "
321,Create Maximum Number,Create Maximum Number,create-maximum-number,,Medium,"Dynamic Programming, Greedy, "
324,Wiggle Sort II,Wiggle Sort II,wiggle-sort-ii,,Medium,"Sort, "
326,Power of Three,Power of Three,power-of-three,,Medium,"Math, "
332,Reconstruct Itinerary,Reconstruct Itinerary,reconstruct-itinerary,,Medium,"Depth-first Search, Graph, "
335,Self Crossing,Self Crossing,self-crossing,,Medium,"Math, "
339,Nested List Weight Sum,Nested List Weight Sum,nested-list-weight-sum,,Medium,"Depth-first Search, "
341,Flatten Nested List Iterator,Flatten Nested List Iterator,flatten-nested-list-iterator,,Medium,"Stack, Design, "
342,Power of Four,Power of Four,power-of-four,,Medium,"Bit Manipulation, "
343,Integer Break,Integer Break,integer-break,,Medium,"Math, Dynamic Programming, "
344,Reverse String,Reverse String,reverse-string,,Medium,"Two Pointers, String, "
345,Reverse Vowels of a String,Reverse Vowels of a String,reverse-vowels-of-a-string,,Medium,"Two Pointers, String, "
349,Intersection of Two Arrays,Intersection of Two Arrays,intersection-of-two-arrays,,Medium,"Hash Table, Two Pointers, Binary Search, Sort, "
350,Intersection of Two Arrays II,Intersection of Two Arrays II,intersection-of-two-arrays-ii,,Medium,"Hash Table, Two Pointers, Binary Search, Sort, "
351,Android Unlock Patterns,Android Unlock Patterns,android-unlock-patterns,,Medium,"Dynamic Programming, Backtracking, "
352,Data Stream as Disjoint Intervals,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,,Medium,"Binary Search, Ordered Map, "
353,Design Snake Game,Design Snake Game,design-snake-game,,Medium,"Design, Queue, "
355,Design Twitter,Design Twitter,design-twitter,,Medium,"Hash Table, Heap, Design, "
356,Line Reflection,Line Reflection,line-reflection,,Medium,"Hash Table, Math, "
357,Count Numbers with Unique Digits,Count Numbers with Unique Digits,count-numbers-with-unique-digits,,Medium,"Math, Dynamic Programming, Backtracking, "
359,Logger Rate Limiter,Logger Rate Limiter,logger-rate-limiter,,Medium,"Hash Table, Design, "
360,Sort Transformed Array,Sort Transformed Array,sort-transformed-array,,Medium,"Math, Two Pointers, "
364,Nested List Weight Sum II,Nested List Weight Sum II,nested-list-weight-sum-ii,,Medium,"Depth-first Search, "
365,Water and Jug Problem,Water and Jug Problem,water-and-jug-problem,,Medium,"Math, "
367,Valid Perfect Square,Valid Perfect Square,valid-perfect-square,,Medium,"Math, Binary Search, "
371,Sum of Two Integers,Sum of Two Integers,sum-of-two-integers,,Medium,"Bit Manipulation, "
372,Super Pow,Super Pow,super-pow,,Medium,"Math, "
374,Guess Number Higher or Lower,Guess Number Higher or Lower,guess-number-higher-or-lower,,Medium,"Binary Search, "
375,Guess Number Higher or Lower II,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,,Medium,"Dynamic Programming, Minimax, "
379,Design Phone Directory,Design Phone Directory,design-phone-directory,,Medium,"Linked List, Design, "
382,Linked List Random Node,Linked List Random Node,linked-list-random-node,,Medium,"Reservoir Sampling, "
383,Ransom Note,Ransom Note,ransom-note,,Medium,"String, "
384,Shuffle an Array,Shuffle an Array,shuffle-an-array,,Medium,
385,Mini Parser,Mini Parser,mini-parser,,Medium,"String, Stack, "
388,Longest Absolute File Path,Longest Absolute File Path,longest-absolute-file-path,,Medium,
389,Find the Difference,Find the Difference,find-the-difference,,Medium,"Hash Table, Bit Manipulation, "
390,Elimination Game,Elimination Game,elimination-game,,Medium,
391,Perfect Rectangle,Perfect Rectangle,perfect-rectangle,,Medium,"Line Sweep, "
393,UTF-8 Validation,UTF-8 Validation,utf-8-validation,,Medium,"Bit Manipulation, "
396,Rotate Function,Rotate Function,rotate-function,,Medium,"Math, "
397,Integer Replacement,Integer Replacement,integer-replacement,,Medium,"Math, Bit Manipulation, "
398,Random Pick Index,Random Pick Index,random-pick-index,,Medium,"Reservoir Sampling, "
400,Nth Digit,Nth Digit,nth-digit,,Medium,"Math, "
401,Binary Watch,Binary Watch,binary-watch,,Medium,"Backtracking, Bit Manipulation, "
405,Convert a Number to Hexadecimal,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,,Medium,"Bit Manipulation, "
408,Valid Word Abbreviation,Valid Word Abbreviation,valid-word-abbreviation,,Medium,"String, "
411,Minimum Unique Word Abbreviation,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,,Medium,"Backtracking, Bit Manipulation, "
412,Fizz Buzz,Fizz Buzz,fizz-buzz,,Medium,
414,Third Maximum Number,Third Maximum Number,third-maximum-number,,Medium,"Array, "
415,Add Strings,Add Strings,add-strings,,Medium,"String, "
417,Pacific Atlantic Water Flow,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,,Medium,"Depth-first Search, Breadth-first Search, "
418,Sentence Screen Fitting,Sentence Screen Fitting,sentence-screen-fitting,,Medium,"Dynamic Programming, "
419,Battleships in a Board,Battleships in a Board,battleships-in-a-board,,Medium,
420,Strong Password Checker,Strong Password Checker,strong-password-checker,,Medium,
422,Valid Word Square,Valid Word Square,valid-word-square,,Medium,
423,Reconstruct Original Digits from English,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,,Medium,"Math, "
427,Construct Quad Tree,Construct Quad Tree,construct-quad-tree,,Medium,
434,Number of Segments in a String,Number of Segments in a String,number-of-segments-in-a-string,,Medium,"String, "
436,Find Right Interval,Find Right Interval,find-right-interval,,Medium,"Binary Search, "
440,K-th Smallest in Lexicographical Order,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,,Medium,
441,Arranging Coins,Arranging Coins,arranging-coins,,Medium,"Math, Binary Search, "
443,String Compression,String Compression,string-compression,,Medium,"String, "
444,Sequence Reconstruction,Sequence Reconstruction,sequence-reconstruction,,Medium,"Graph, Topological Sort, "
447,Number of Boomerangs,Number of Boomerangs,number-of-boomerangs,,Medium,"Hash Table, "
453,Minimum Moves to Equal Array Elements,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,,Medium,"Math, "
457,Circular Array Loop,Circular Array Loop,circular-array-loop,,Medium,"Array, Two Pointers, "
458,Poor Pigs,Poor Pigs,poor-pigs,,Medium,"Math, "
466,Count The Repetitions,Count The Repetitions,count-the-repetitions,,Medium,"Dynamic Programming, "
468,Validate IP Address,Validate IP Address,validate-ip-address,,Medium,"String, "
469,Convex Polygon,Convex Polygon,convex-polygon,,Medium,"Math, "
470,Implement Rand10() Using Rand7(),Implement Rand10() Using Rand7(),implement-rand10-using-rand7,,Medium,"Random, Rejection Sampling, "
474,Ones and Zeroes,Ones and Zeroes,ones-and-zeroes,,Medium,"Dynamic Programming, "
475,Heaters,Heaters,heaters,,Medium,"Binary Search, "
478,Generate Random Point in a Circle,Generate Random Point in a Circle,generate-random-point-in-a-circle,,Medium,"Math, Random, Rejection Sampling, "
479,Largest Palindrome Product,Largest Palindrome Product,largest-palindrome-product,,Medium,
481,Magical String,Magical String,magical-string,,Medium,
482,License Key Formatting,License Key Formatting,license-key-formatting,,Medium,
483,Smallest Good Base,Smallest Good Base,smallest-good-base,,Medium,"Math, Binary Search, "
484,Find Permutation,Find Permutation,find-permutation,,Medium,"Greedy, "
485,Max Consecutive Ones,Max Consecutive Ones,max-consecutive-ones,,Medium,"Array, "
488,Zuma Game,Zuma Game,zuma-game,,Medium,"Depth-first Search, "
492,Construct the Rectangle,Construct the Rectangle,construct-the-rectangle,,Medium,
495,Teemo Attacking,Teemo Attacking,teemo-attacking,,Medium,"Array, "
496,Next Greater Element I,Next Greater Element I,next-greater-element-i,,Medium,"Stack, "
497,Random Point in Non-overlapping Rectangles,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,,Medium,"Binary Search, Random, "
498,Diagonal Traverse,Diagonal Traverse,diagonal-traverse,,Medium,
499,The Maze III,The Maze III,the-maze-iii,,Medium,"Depth-first Search, Breadth-first Search, "
500,Keyboard Row,Keyboard Row,keyboard-row,,Medium,"Hash Table, "
501,Find Mode in Binary Search Tree,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,,Medium,"Tree, "
504,Base 7,Base 7,base-7,,Medium,
506,Relative Ranks,Relative Ranks,relative-ranks,,Medium,
507,Perfect Number,Perfect Number,perfect-number,,Medium,"Math, "
508,Most Frequent Subtree Sum,Most Frequent Subtree Sum,most-frequent-subtree-sum,,Medium,"Hash Table, Tree, "
509,Fibonacci Number,Fibonacci Number,fibonacci-number,,Medium,"Array, "
512,Game Play Analysis II,Game Play Analysis II,game-play-analysis-ii,,Medium,
517,Super Washing Machines,Super Washing Machines,super-washing-machines,,Medium,"Math, Dynamic Programming, "
519,Random Flip Matrix,Random Flip Matrix,random-flip-matrix,,Medium,"Random, "
520,Detect Capital,Detect Capital,detect-capital,,Medium,"String, "
521,Longest Uncommon Subsequence I,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,,Medium,"String, "
522,Longest Uncommon Subsequence II,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,,Medium,"String, "
523,Continuous Subarray Sum,Continuous Subarray Sum,continuous-subarray-sum,,Medium,"Math, Dynamic Programming, "
524,Longest Word in Dictionary through Deleting,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,,Medium,"Two Pointers, Sort, "
526,Beautiful Arrangement,Beautiful Arrangement,beautiful-arrangement,,Medium,"Backtracking, "
527,Word Abbreviation,Word Abbreviation,word-abbreviation,,Medium,"String, Sort, "
528,Random Pick with Weight,Random Pick with Weight,random-pick-with-weight,,Medium,"Binary Search, Random, "
529,Minesweeper,Minesweeper,minesweeper,,Medium,"Depth-first Search, Breadth-first Search, "
531,Lonely Pixel I,Lonely Pixel I,lonely-pixel-i,,Medium,"Array, Depth-first Search, "
532,K-diff Pairs in an Array,K-diff Pairs in an Array,k-diff-pairs-in-an-array,,Medium,"Array, Two Pointers, "
533,Lonely Pixel II,Lonely Pixel II,lonely-pixel-ii,,Medium,"Array, Depth-first Search, "
535,Encode and Decode TinyURL,Encode and Decode TinyURL,encode-and-decode-tinyurl,,Medium,"Hash Table, Math, "
536,Construct Binary Tree from String,Construct Binary Tree from String,construct-binary-tree-from-string,,Medium,"String, Tree, "
537,Complex Number Multiplication,Complex Number Multiplication,complex-number-multiplication,,Medium,"Math, String, "
539,Minimum Time Difference,Minimum Time Difference,minimum-time-difference,,Medium,"String, "
541,Reverse String II,Reverse String II,reverse-string-ii,,Medium,"String, "
544,Output Contest Matches,Output Contest Matches,output-contest-matches,,Medium,"String, Recursion, "
545,Boundary of Binary Tree,Boundary of Binary Tree,boundary-of-binary-tree,,Medium,"Tree, "
548,Split Array with Equal Sum,Split Array with Equal Sum,split-array-with-equal-sum,,Medium,"Array, "
550,Game Play Analysis IV,Game Play Analysis IV,game-play-analysis-iv,,Medium,
551,Student Attendance Record I,Student Attendance Record I,student-attendance-record-i,,Medium,"String, "
552,Student Attendance Record II,Student Attendance Record II,student-attendance-record-ii,,Medium,"Dynamic Programming, "
553,Optimal Division,Optimal Division,optimal-division,,Medium,"Math, String, "
555,Split Concatenated Strings,Split Concatenated Strings,split-concatenated-strings,,Medium,"String, "
556,Next Greater Element III,Next Greater Element III,next-greater-element-iii,,Medium,"String, "
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,,Medium,
561,Array Partition I,Array Partition I,array-partition-i,,Medium,"Array, "
562,Longest Line of Consecutive One in Matrix,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,,Medium,"Array, "
563,Binary Tree Tilt,Binary Tree Tilt,binary-tree-tilt,,Medium,"Tree, "
564,Find the Closest Palindrome,Find the Closest Palindrome,find-the-closest-palindrome,,Medium,"String, "
568,Maximum Vacation Days,Maximum Vacation Days,maximum-vacation-days,,Medium,"Dynamic Programming, "
569,Median Employee Salary,Median Employee Salary,median-employee-salary,,Medium,
571,Find Median Given Frequency of Numbers,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,,Medium,
573,Squirrel Simulation,Squirrel Simulation,squirrel-simulation,,Medium,"Math, "
574,Winning Candidate,Winning Candidate,winning-candidate,,Medium,
575,Distribute Candies,Distribute Candies,distribute-candies,,Medium,"Hash Table, "
576,Out of Boundary Paths,Out of Boundary Paths,out-of-boundary-paths,,Medium,"Dynamic Programming, Depth-first Search, "
577,Employee Bonus,Employee Bonus,employee-bonus,,Medium,
578,Get Highest Answer Rate Question,Get Highest Answer Rate Question,get-highest-answer-rate-question,,Medium,
579,Find Cumulative Salary of an Employee,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,,Medium,
580,Count Student Number in Departments,Count Student Number in Departments,count-student-number-in-departments,,Medium,
584,Find Customer Referee,Find Customer Referee,find-customer-referee,,Medium,
585,Investments in 2016,Investments in 2016,investments-in-2016,,Medium,
587,Erect the Fence,Erect the Fence,erect-the-fence,,Medium,"Geometry, "
591,Tag Validator,Tag Validator,tag-validator,,Medium,"String, Stack, "
592,Fraction Addition and Subtraction,Fraction Addition and Subtraction,fraction-addition-and-subtraction,,Medium,"Math, "
593,Valid Square,Valid Square,valid-square,,Medium,"Math, "
595,Big Countries,Big Countries,big-countries,,Medium,
596,Classes More Than 5 Students,Classes More Than 5 Students,classes-more-than-5-students,,Medium,
597,Friend Requests I: Overall Acceptance Rate,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,,Medium,
598,Range Addition II,Range Addition II,range-addition-ii,,Medium,"Math, "
599,Minimum Index Sum of Two Lists,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,,Medium,"Hash Table, "
600,Non-negative Integers without Consecutive Ones,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,,Medium,"Dynamic Programming, "
601,Human Traffic of Stadium,Human Traffic of Stadium,human-traffic-of-stadium,,Medium,
602,Friend Requests II: Who Has the Most Friends,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,,Medium,
604,Design Compressed String Iterator,Design Compressed String Iterator,design-compressed-string-iterator,,Medium,"Design, "
605,Can Place Flowers,Can Place Flowers,can-place-flowers,,Medium,"Array, "
606,Construct String from Binary Tree,Construct String from Binary Tree,construct-string-from-binary-tree,,Medium,"String, Tree, "
607,Sales Person,Sales Person,sales-person,,Medium,
609,Find Duplicate File in System,Find Duplicate File in System,find-duplicate-file-in-system,,Medium,"Hash Table, String, "
610,Triangle Judgement,Triangle Judgement,triangle-judgement,,Medium,
612,Shortest Distance in a Plane,Shortest Distance in a Plane,shortest-distance-in-a-plane,,Medium,
613,Shortest Distance in a Line,Shortest Distance in a Line,shortest-distance-in-a-line,,Medium,
614,Second Degree Follower,Second Degree Follower,second-degree-follower,,Medium,
615,Average Salary: Departments VS Company,Average Salary: Departments VS Company,average-salary-departments-vs-company,,Medium,
618,Students Report By Geography,Students Report By Geography,students-report-by-geography,,Medium,
619,Biggest Single Number,Biggest Single Number,biggest-single-number,,Medium,
620,Not Boring Movies,Not Boring Movies,not-boring-movies,,Medium,
621,Task Scheduler,Task Scheduler,task-scheduler,,Medium,"Depth-first Search, Union Find, "
623,Add One Row to Tree,Add One Row to Tree,add-one-row-to-tree,,Medium,"Tree, "
625,Minimum Factorization,Minimum Factorization,minimum-factorization,,Medium,"Math, Recursion, "
626,Exchange Seats,Exchange Seats,exchange-seats,,Medium,
627,Swap Salary,Swap Salary,swap-salary,,Medium,
628,Maximum Product of Three Numbers,Maximum Product of Three Numbers,maximum-product-of-three-numbers,,Medium,"Array, Math, "
629,K Inverse Pairs Array,K Inverse Pairs Array,k-inverse-pairs-array,,Medium,"Dynamic Programming, "
631,Design Excel Sum Formula,Design Excel Sum Formula,design-excel-sum-formula,,Medium,"Design, "
633,Sum of Square Numbers,Sum of Square Numbers,sum-of-square-numbers,,Medium,"Math, "
634,Find the Derangement of An Array,Find the Derangement of An Array,find-the-derangement-of-an-array,,Medium,"Math, "
635,Design Log Storage System,Design Log Storage System,design-log-storage-system,,Medium,"String, Design, "
636,Exclusive Time of Functions,Exclusive Time of Functions,exclusive-time-of-functions,,Medium,"Stack, "
638,Shopping Offers,Shopping Offers,shopping-offers,,Medium,"Dynamic Programming, Depth-first Search, "
639,Decode Ways II,Decode Ways II,decode-ways-ii,,Medium,"Dynamic Programming, "
640,Solve the Equation,Solve the Equation,solve-the-equation,,Medium,"Math, "
641,Design Circular Deque,Design Circular Deque,design-circular-deque,,Medium,"Design, Queue, "
