,timepoint,ROI,subject,BOLD signal
177,0.202020202020202,V1,17,1.9938098931363888
178,0.202020202020202,V1,18,1.2013633869358789
179,0.202020202020202,V1,19,0.5823762938358028
180,0.303030303030303,IPS,0,0.1743253364634878
181,0.303030303030303,IPS,1,-0.7534758123377703
182,0.303030303030303,IPS,2,-0.1244124395424392
183,0.303030303030303,IPS,3,0.4757009796247814
184,0.303030303030303,IPS,4,-1.2340999964342112
185,0.303030303030303,IPS,5,-0.4128171152751539
186,0.303030303030303,IPS,6,3.203626709151392
187,0.303030303030303,IPS,7,-0.2589386905076588
188,0.303030303030303,IPS,8,1.2079749282704988
189,0.303030303030303,IPS,9,2.488045234128481
190,0.303030303030303,IPS,10,2.2722505929112726
191,0.303030303030303,IPS,11,-0.6522399012814775
192,0.303030303030303,IPS,12,3.434313189422664
193,0.303030303030303,IPS,13,4.490806974060745
194,0.303030303030303,IPS,14,2.552231809575447
195,0.303030303030303,IPS,15,-1.0758053683474702
196,0.303030303030303,IPS,16,2.977878373253209
197,0.303030303030303,IPS,17,3.4323177642566454
198,0.303030303030303,IPS,18,0.9690009491805086
199,0.303030303030303,IPS,19,-1.2442794040391794
200,0.303030303030303,AG,0,1.0509640130697278
201,0.303030303030303,AG,1,0.9827510567009524
202,0.303030303030303,AG,2,2.819838765583678
203,0.303030303030303,AG,3,0.7397078351155639
204,0.303030303030303,AG,4,2.2056894449214366
205,0.303030303030303,AG,5,0.4147263375877329
206,0.303030303030303,AG,6,1.901853675946059
207,0.303030303030303,AG,7,0.9080797443627197
208,0.303030303030303,AG,8,-0.3524345551230541
209,0.303030303030303,AG,9,-1.6931637236349375
210,0.303030303030303,AG,10,-1.0818460199733917
211,0.303030303030303,AG,11,0.9383954195356276
212,0.303030303030303,AG,12,0.0882101559277821
213,0.303030303030303,AG,13,-1.0719576955188057
214,0.303030303030303,AG,14,1.4314119258193418
215,0.303030303030303,AG,15,0.5471780244583319
216,0.303030303030303,AG,16,2.724794727561592
217,0.303030303030303,AG,17,-0.4683829242789504
218,0.303030303030303,AG,18,0.9178039400596744
219,0.303030303030303,AG,19,1.394273964002971
220,0.303030303030303,V1,0,1.820193276682342
221,0.303030303030303,V1,1,0.2571910529416246
222,0.303030303030303,V1,2,1.946037641958454
223,0.303030303030303,V1,3,3.507976416354253
224,0.303030303030303,V1,4,2.486433731301468
225,0.303030303030303,V1,5,-1.5340525810841388
226,0.303030303030303,V1,6,0.8569675297659616
227,0.303030303030303,V1,7,-1.0486792475759006
228,0.303030303030303,V1,8,2.48476451965517
229,0.303030303030303,V1,9,-0.6736134218335166
230,0.303030303030303,V1,10,-0.3408303424047329
231,0.303030303030303,V1,11,2.9081526521102283
232,0.303030303030303,V1,12,2.99246209863522
233,0.303030303030303,V1,13,-0.3249606539101757
234,0.303030303030303,V1,14,2.3604319055615224
235,0.303030303030303,V1,15,0.6991924505230496
236,0.303030303030303,V1,16,1.4579974450846818
237,0.303030303030303,V1,17,1.9938027216656868
238,0.303030303030303,V1,18,1.201356215465176
239,0.303030303030303,V1,19,0.5823691223651001
240,0.404040404040404,IPS,0,-0.0315048801691056
241,0.404040404040404,IPS,1,-0.959306028970364
242,0.404040404040404,IPS,2,-0.3302426561750329
243,0.404040404040404,IPS,3,0.2698707629921879
244,0.404040404040404,IPS,4,-1.4399302130668048
245,0.404040404040404,IPS,5,-0.6186473319077477
246,0.404040404040404,IPS,6,2.9977964925187983
247,0.404040404040404,IPS,7,-0.4647689071402525
248,0.404040404040404,IPS,8,1.0021447116379052
249,0.404040404040404,IPS,9,2.2822150174958877
250,0.404040404040404,IPS,10,2.066420376278679
251,0.404040404040404,IPS,11,-0.8580701179140713
252,0.404040404040404,IPS,12,3.22848297279007
253,0.404040404040404,IPS,13,4.284976757428152
254,0.404040404040404,IPS,14,2.346401592942853
255,0.404040404040404,IPS,15,-1.281635584980064
256,0.404040404040404,IPS,16,2.7720481566206145
257,0.404040404040404,IPS,17,3.2264875476240515
258,0.404040404040404,IPS,18,0.7631707325479151
259,0.404040404040404,IPS,19,-1.4501096206717732
260,0.404040404040404,AG,0,1.0557824311137674
261,0.404040404040404,AG,1,0.987569474744992
262,0.404040404040404,AG,2,2.8246571836277177
263,0.404040404040404,AG,3,0.7445262531596036
264,0.404040404040404,AG,4,2.210507862965476
265,0.404040404040404,AG,5,0.4195447556317726
266,0.404040404040404,AG,6,1.9066720939900983
267,0.404040404040404,AG,7,0.9128981624067593
268,0.404040404040404,AG,8,-0.3476161370790144
269,0.404040404040404,AG,9,-1.688345305590898
270,0.404040404040404,AG,10,-1.077027601929352
271,0.404040404040404,AG,11,0.9432138375796671
272,0.404040404040404,AG,12,0.0930285739718219
273,0.404040404040404,AG,13,-1.067139277474766
274,0.404040404040404,AG,14,1.4362303438633817
275,0.404040404040404,AG,15,0.5519964425023717
276,0.404040404040404,AG,16,2.729613145605632
277,0.404040404040404,AG,17,-0.4635645062349107
278,0.404040404040404,AG,18,0.922622358103714
279,0.404040404040404,AG,19,1.399092382047011
280,0.404040404040404,V1,0,1.8201608788580896
281,0.404040404040404,V1,1,0.2571586551173724
282,0.404040404040404,V1,2,1.9460052441342015
283,0.404040404040404,V1,3,3.5079440185300017
284,0.404040404040404,V1,4,2.4864013334772155
285,0.404040404040404,V1,5,-1.534084978908391
286,0.404040404040404,V1,6,0.8569351319417093
287,0.404040404040404,V1,7,-1.0487116454001528
288,0.404040404040404,V1,8,2.484732121830918
289,0.404040404040404,V1,9,-0.6736458196577688
290,0.404040404040404,V1,10,-0.3408627402289851
291,0.404040404040404,V1,11,2.9081202542859765
292,0.404040404040404,V1,12,2.992429700810968
293,0.404040404040404,V1,13,-0.3249930517344279
294,0.404040404040404,V1,14,2.36039950773727
295,0.404040404040404,V1,15,0.6991600526987973
296,0.404040404040404,V1,16,1.4579650472604295
297,0.404040404040404,V1,17,1.9937703238414344
298,0.404040404040404,V1,18,1.2013238176409238
299,0.404040404040404,V1,19,0.5823367245408478
300,0.5050505050505051,IPS,0,-0.2562270035354819
301,0.5050505050505051,IPS,1,-1.18402815233674
302,0.5050505050505051,IPS,2,-0.554964779541409
303,0.5050505050505051,IPS,3,0.0451486396258116
304,0.5050505050505051,IPS,4,-1.664652336433181
305,0.5050505050505051,IPS,5,-0.8433694552741235
306,0.5050505050505051,IPS,6,2.773074369152422
307,0.5050505050505051,IPS,7,-0.6894910305066284
308,0.5050505050505051,IPS,8,0.7774225882715291
309,0.5050505050505051,IPS,9,2.057492894129511
310,0.5050505050505051,IPS,10,1.8416982529123027
311,0.5050505050505051,IPS,11,-1.0827922412804472
312,0.5050505050505051,IPS,12,3.0037608494236947
313,0.5050505050505051,IPS,13,4.060254634061775
314,0.5050505050505051,IPS,14,2.1216794695764776
315,0.5050505050505051,IPS,15,-1.50635770834644
316,0.5050505050505051,IPS,16,2.5473260332542385
317,0.5050505050505051,IPS,17,3.001765424257675
318,0.5050505050505051,IPS,18,0.5384486091815388
319,0.5050505050505051,IPS,19,-1.674831744038149
320,0.5050505050505051,AG,0,1.0647292179469234
321,0.5050505050505051,AG,1,0.996516261578148
322,0.5050505050505051,AG,2,2.833603970460874
323,0.5050505050505051,AG,3,0.7534730399927596
324,0.5050505050505051,AG,4,2.2194546497986325
325,0.5050505050505051,AG,5,0.4284915424649286
326,0.5050505050505051,AG,6,1.9156188808232544
327,0.5050505050505051,AG,7,0.9218449492399152
328,0.5050505050505051,AG,8,-0.3386693502458585
329,0.5050505050505051,AG,9,-1.6793985187577418
330,0.5050505050505051,AG,10,-1.068080815096196
331,0.5050505050505051,AG,11,0.9521606244128232
332,0.5050505050505051,AG,12,0.1019753608049779
333,0.5050505050505051,AG,13,-1.0581924906416098
334,0.5050505050505051,AG,14,1.4451771306965375
335,0.5050505050505051,AG,15,0.5609432293355276
336,0.5050505050505051,AG,16,2.738559932438788
337,0.5050505050505051,AG,17,-0.4546177194017547
338,0.5050505050505051,AG,18,0.93156914493687
339,0.5050505050505051,AG,19,1.4080391688801668
340,0.5050505050505051,V1,0,1.8200621168397304
341,0.5050505050505051,V1,1,0.2570598930990131
342,0.5050505050505051,V1,2,1.9459064821158425
343,0.5050505050505051,V1,3,3.507845256511642
344,0.5050505050505051,V1,4,2.4863025714588565
345,0.5050505050505051,V1,5,-1.5341837409267507
346,0.5050505050505051,V1,6,0.8568363699233499
347,0.5050505050505051,V1,7,-1.0488104074185125
348,0.5050505050505051,V1,8,2.4846333598125585
349,0.5050505050505051,V1,9,-0.673744581676128
350,0.5050505050505051,V1,10,-0.3409615022473444
351,0.5050505050505051,V1,11,2.908021492267617
352,0.5050505050505051,V1,12,2.992330938792609
353,0.5050505050505051,V1,13,-0.3250918137527872
354,0.5050505050505051,V1,14,2.360300745718911
355,0.5050505050505051,V1,15,0.6990612906804379
356,0.5050505050505051,V1,16,1.45786628524207
357,0.5050505050505051,V1,17,1.993671561823075
358,0.5050505050505051,V1,18,1.2012250556225643
359,0.5050505050505051,V1,19,0.5822379625224884
360,0.6060606060606061,IPS,0,-0.4883952973116157
361,0.6060606060606061,IPS,1,-1.4161964461128738
362,0.6060606060606061,IPS,2,-0.7871330733175428
363,0.6060606060606061,IPS,3,-0.1870196541503221
364,0.6060606060606061,IPS,4,-1.896820630209315
365,0.6060606060606061,IPS,5,-1.0755377490502571
366,0.6060606060606061,IPS,6,2.540906075376288
367,0.6060606060606061,IPS,7,-0.9216593242827622
368,0.6060606060606061,IPS,8,0.5452542944953953
369,0.6060606060606061,IPS,9,1.8253246003533772
370,0.6060606060606061,IPS,10,1.609529959136169
371,0.6060606060606061,IPS,11,-1.314960535056581
372,0.6060606060606061,IPS,12,2.771592555647561
373,0.6060606060606061,IPS,13,3.828086340285641
374,0.6060606060606061,IPS,14,1.889511175800344
375,0.6060606060606061,IPS,15,-1.7385260021225737
376,0.6060606060606061,IPS,16,2.3151577394781047
377,0.6060606060606061,IPS,17,2.769597130481541
378,0.6060606060606061,IPS,18,0.306280315405405
379,0.6060606060606061,IPS,19,-1.9070000378142828
380,0.6060606060606061,AG,0,1.0790341526005407
381,0.6060606060606061,AG,1,1.0108211962317657
382,0.6060606060606061,AG,2,2.8479089051144912
383,0.6060606060606061,AG,3,0.7677779746463769
384,0.6060606060606061,AG,4,2.2337595844522493
385,0.6060606060606061,AG,5,0.4427964771185458
386,0.6060606060606061,AG,6,1.929923815476872
387,0.6060606060606061,AG,7,0.9361498838935324
388,0.6060606060606061,AG,8,-0.3243644155922412
389,0.6060606060606061,AG,9,-1.6650935841041246
390,0.6060606060606061,AG,10,-1.0537758804425787
391,0.6060606060606061,AG,11,0.9664655590664404
392,0.6060606060606061,AG,12,0.1162802954585951
393,0.6060606060606061,AG,13,-1.0438875559879923
394,0.6060606060606061,AG,14,1.4594820653501548
395,0.6060606060606061,AG,15,0.5752481639891449
396,0.6060606060606061,AG,16,2.7528648670924047
397,0.6060606060606061,AG,17,-0.4403127847481375
398,0.6060606060606061,AG,18,0.9458740795904872
399,0.6060606060606061,AG,19,1.422344103533784
400,0.6060606060606061,V1,0,1.8198257670366669
401,0.6060606060606061,V1,1,0.2568235432959492
402,0.6060606060606061,V1,2,1.9456701323127783
403,0.6060606060606061,V1,3,3.507608906708578
404,0.6060606060606061,V1,4,2.486066221655792
405,0.6060606060606061,V1,5,-1.5344200907298144
406,0.6060606060606061,V1,6,0.8566000201202859
407,0.6060606060606061,V1,7,-1.0490467572215765
408,0.6060606060606061,V1,8,2.484397010009495
409,0.6060606060606061,V1,9,-0.673980931479192
410,0.6060606060606061,V1,10,-0.3411978520504083
411,0.6060606060606061,V1,11,2.9077851424645536
412,0.6060606060606061,V1,12,2.992094588989545
413,0.6060606060606061,V1,13,-0.3253281635558511
414,0.6060606060606061,V1,14,2.3600643959158467
415,0.6060606060606061,V1,15,0.6988249408773739
416,0.6060606060606061,V1,16,1.457629935439006
417,0.6060606060606061,V1,17,1.9934352120200112
418,0.6060606060606061,V1,18,1.2009887058195003
419,0.6060606060606061,V1,19,0.5820016127194244
420,0.7070707070707071,IPS,0,-0.7191573195744496
421,0.7070707070707071,IPS,1,-1.646958468375708
422,0.7070707070707071,IPS,2,-1.0178950955803765
423,0.7070707070707071,IPS,3,-0.4177816764131559
424,0.7070707070707071,IPS,4,-2.127582652472149
425,0.7070707070707071,IPS,5,-1.306299771313091
426,0.7070707070707071,IPS,6,2.3101440531134543
427,0.7070707070707071,IPS,7,-1.152421346545596
428,0.7070707070707071,IPS,8,0.3144922722325615
429,0.7070707070707071,IPS,9,1.5945625780905437
430,0.7070707070707071,IPS,10,1.3787679368733352
431,0.7070707070707071,IPS,11,-1.5457225573194149
432,0.7070707070707071,IPS,12,2.5408305333847263
433,0.7070707070707071,IPS,13,3.597324318022808
434,0.7070707070707071,IPS,14,1.6587491535375096
435,0.7070707070707071,IPS,15,-1.9692880243854076
436,0.7070707070707071,IPS,16,2.084395717215271
437,0.7070707070707071,IPS,17,2.5388351082187075
438,0.7070707070707071,IPS,18,0.0755182931425713
439,0.7070707070707071,IPS,19,-2.137762060077117
440,0.7070707070707071,AG,0,1.099721759555071
441,0.7070707070707071,AG,1,1.0315088031862958
442,0.7070707070707071,AG,2,2.8685965120690216
443,0.7070707070707071,AG,3,0.7884655816009072
444,0.7070707070707071,AG,4,2.25444719140678
445,0.7070707070707071,AG,5,0.4634840840730761
446,0.7070707070707071,AG,6,1.950611422431402
447,0.7070707070707071,AG,7,0.9568374908480628
448,0.7070707070707071,AG,8,-0.3036768086377109
449,0.7070707070707071,AG,9,-1.6444059771495945
450,0.7070707070707071,AG,10,-1.0330882734880489
451,0.7070707070707071,AG,11,0.9871531660209708
452,0.7070707070707071,AG,12,0.1369679024131254
453,0.7070707070707071,AG,13,-1.0231999490334625
454,0.7070707070707071,AG,14,1.480169672304685
455,0.7070707070707071,AG,15,0.5959357709436751
456,0.7070707070707071,AG,16,2.7735524740469346
457,0.7070707070707071,AG,17,-0.4196251777936072
458,0.7070707070707071,AG,18,0.9665616865450176
459,0.7070707070707071,AG,19,1.4430317104883144
460,0.7070707070707071,V1,0,1.8193454286783848
461,0.7070707070707071,V1,1,0.2563432049376676
462,0.7070707070707071,V1,2,1.945189793954497
463,0.7070707070707071,V1,3,3.5071285683502964
464,0.7070707070707071,V1,4,2.485585883297511
465,0.7070707070707071,V1,5,-1.5349004290880957
466,0.7070707070707071,V1,6,0.8561196817620045
467,0.7070707070707071,V1,7,-1.0495270955798577
468,0.7070707070707071,V1,8,2.483916671651213
469,0.7070707070707071,V1,9,-0.6744612698374736
470,0.7070707070707071,V1,10,-0.3416781904086899
471,0.7070707070707071,V1,11,2.907304804106272
472,0.7070707070707071,V1,12,2.9916142506312635
473,0.7070707070707071,V1,13,-0.3258085019141327
474,0.7070707070707071,V1,14,2.3595840575575657
475,0.7070707070707071,V1,15,0.6983446025190926
476,0.7070707070707071,V1,16,1.457149597080725
477,0.7070707070707071,V1,17,1.9929548736617295
478,0.7070707070707071,V1,18,1.2005083674612191
479,0.7070707070707071,V1,19,0.5815212743611431
480,0.8080808080808081,IPS,0,-0.9418066614634556
481,0.8080808080808081,IPS,1,-1.8696078102647136
482,0.8080808080808081,IPS,2,-1.2405444374693828
483,0.8080808080808081,IPS,3,-0.640431018302162
484,0.8080808080808081,IPS,4,-2.3502319943611547
485,0.8080808080808081,IPS,5,-1.5289491132020974
486,0.8080808080808081,IPS,6,2.087494711224448
487,0.8080808080808081,IPS,7,-1.3750706884346022
488,0.8080808080808081,IPS,8,0.0918429303435555
489,0.8080808080808081,IPS,9,1.3719132362015376
490,0.8080808080808081,IPS,10,1.1561185949843291
491,0.8080808080808081,IPS,11,-1.768371899208421
492,0.8080808080808081,IPS,12,2.31818119149572
493,0.8080808080808081,IPS,13,3.374674976133801
494,0.8080808080808081,IPS,14,1.4360998116485035
495,0.8080808080808081,IPS,15,-2.1919373662744137
496,0.8080808080808081,IPS,16,1.861746375326265
497,0.8080808080808081,IPS,17,2.316185766329702
498,0.8080808080808081,IPS,18,-0.1471310487464347
499,0.8080808080808081,IPS,19,-2.360411401966123
500,0.8080808080808081,AG,0,1.127557706750422
501,0.8080808080808081,AG,1,1.0593447503816469
502,0.8080808080808081,AG,2,2.8964324592643726
503,0.8080808080808081,AG,3,0.8163015287962583
504,0.8080808080808081,AG,4,2.2822831386021307
505,0.8080808080808081,AG,5,0.4913200312684274
506,0.8080808080808081,AG,6,1.9784473696267533
507,0.8080808080808081,AG,7,0.984673438043414
508,0.8080808080808081,AG,8,-0.2758408614423596
509,0.8080808080808081,AG,9,-1.6165700299542431
510,0.8080808080808081,AG,10,-1.0052523262926971
511,0.8080808080808081,AG,11,1.014989113216322
512,0.8080808080808081,AG,12,0.1648038496084766
513,0.8080808080808081,AG,13,-0.9953640018381114
514,0.8080808080808081,AG,14,1.5080056195000364
515,0.8080808080808081,AG,15,0.6237717181390263
516,0.8080808080808081,AG,16,2.8013884212422857
517,0.8080808080808081,AG,17,-0.3917892305982559
518,0.8080808080808081,AG,18,0.9943976337403688
519,0.8080808080808081,AG,19,1.4708676576836657
520,0.8080808080808081,V1,0,1.8184775611024997
521,0.8080808080808081,V1,1,0.2554753373617818
522,0.8080808080808081,V1,2,1.9443219263786111
523,0.8080808080808081,V1,3,3.5062607007744107
524,0.8080808080808081,V1,4,2.484718015721625
525,0.8080808080808081,V1,5,-1.5357682966639818
526,0.8080808080808081,V1,6,0.8552518141861186
527,0.8080808080808081,V1,7,-1.0503949631557434
528,0.8080808080808081,V1,8,2.483048804075328
529,0.8080808080808081,V1,9,-0.6753291374133594
530,0.8080808080808081,V1,10,-0.3425460579845757
531,0.8080808080808081,V1,11,2.906436936530386
532,0.8080808080808081,V1,12,2.9907463830553778
533,0.8080808080808081,V1,13,-0.3266763694900185
534,0.8080808080808081,V1,14,2.3587161899816795
535,0.8080808080808081,V1,15,0.6974767349432066
536,0.8080808080808081,V1,16,1.456281729504839
537,0.8080808080808081,V1,17,1.9920870060858435
538,0.8080808080808081,V1,18,1.199640499885333
539,0.8080808080808081,V1,19,0.5806534067852571
540,0.9090909090909092,IPS,0,-1.1514029366510206
541,0.9090909090909092,IPS,1,-2.079204085452279
542,0.9090909090909092,IPS,2,-1.4501407126569474
543,0.9090909090909092,IPS,3,-0.8500272934897268
544,0.9090909090909092,IPS,4,-2.55982826954872
545,0.9090909090909092,IPS,5,-1.738545388389662
546,0.9090909090909092,IPS,6,1.8778984360368836
547,0.9090909090909092,IPS,7,-1.5846669636221669
548,0.9090909090909092,IPS,8,-0.1177533448440093
549,0.9090909090909092,IPS,9,1.1623169610139727
550,0.9090909090909092,IPS,10,0.9465223197967644
551,0.9090909090909092,IPS,11,-1.9779681743959856
552,0.9090909090909092,IPS,12,2.108584916308156
553,0.9090909090909092,IPS,13,3.1650787009462364
554,0.9090909090909092,IPS,14,1.226503536460939
555,0.9090909090909092,IPS,15,-2.4015336414619783
556,0.9090909090909092,IPS,16,1.6521501001387002
557,0.9090909090909092,IPS,17,2.106589491142137
558,0.9090909090909092,IPS,18,-0.3567273239339996
559,0.9090909090909092,IPS,19,-2.5700076771536877
560,0.9090909090909092,AG,0,1.1630271947970552
561,0.9090909090909092,AG,1,1.09481423842828
562,0.9090909090909092,AG,2,2.931901947311005
563,0.9090909090909092,AG,3,0.8517710168428915
564,0.9090909090909092,AG,4,2.317752626648764
565,0.9090909090909092,AG,5,0.5267895193150605
566,0.9090909090909092,AG,6,2.013916857673386
567,0.9090909090909092,AG,7,1.0201429260900472
568,0.9090909090909092,AG,8,-0.2403713733957266
569,0.9090909090909092,AG,9,-1.58110054190761
570,0.9090909090909092,AG,10,-0.9697828382460644
571,0.9090909090909092,AG,11,1.050458601262955
